0;"EU SÓ QUERIA UM SUSHI 
  VIDA DE Q QUERER E NAO PODER É FODA :(";;;
0;@Rodrigo_Motta @trostes Mas o que adianta? Não dá pra usar o celular enquanto carrega com esse aí  ... :(;;;
0;hoje eu to tão :(;;;
0;@kthworlds mas quando eu te ver a gente vai fazer isso :( não to te iludindo :(;;;
0;@djriccamusic Antes da pandemia? Parece q tá fechado :(;;;
0;@harrythehabiit sinto muito amg :((;;;
0;@luizatzanon lulu n é por mal eu juro :( eu esqueco;;;
0;"RT @txtcoffees: apareceu na minha tml e eu me sinto obrigada a colocar na de vcs tmb  :(
https://t.co/lFv1PN7xKb";;;
0;@Lauraalb_1 queria ta ai :(;;;
0;RT @pschaey: a sana é a pessoa mais doce que eu já vi... não dá pra enxergar maldade ou algo de ruim nela vei, ela sempre é tão delicada e…;;;
0;só queria fazer call hoje :((;;;
0;"RT @ddlpjmlish: ela eh tão amorzinho, uma pessoa tão fácil de amar e se apaixonar :( 

DEMI IS LOVED PARTY
 https://t.co/Kaf3vEOMvt";;;
0;@Esradaderlerr Ama vans :(;;;
0;"arr eu amo ela demais :(
DEMI IS LOVED PARTY https://t.co/AsC2ZVEeO3";;;
0;RT @prettiftn: Queria ter 0 de ping :( https://t.co/qb52QwBuiE;;;
0;@KahDaisies o álbum tá bom??? ainda não tive coragem de abrir :((;;;
0;vo tuitar todo dia a saudade que eu tenho de conseguir movimentar meus dedos normalmente :(;;;
0;to co sdd do gusta :(;;;
0;@PerfumeDeRaul Ayñomio bb :(;;;
0;@yaspfc facil falar :(;;;
0;RT @detailsbaejin: o center do wanna one assistindo o center do cix e do x1 :( https://t.co/LMnMUzYC6W;;;
0;A namorada do fede varela esteve em ptl e eu não tive a oportunidade de apreciar a sua beleza ao vivo e a cores :(;;;
0;@dtNeIIy Poe tá realmente pesado demais :(;;;
0;@Renjunesquiki Ai poxa :(;;;
0;@ivo_artw to com dificuldade em encontrar uma fonte bonita pro design :(;;;
0;só o que falta kkkk :(;;;
0;@JobsEai Ñ entendo pq, eu sou tão amorzinho :(;;;
0;"@tortugareserva @treinerorok tb nn
:(";;;
0;RT @minesrebelon: quero vestir o meu traje :((;;;
0;"RT @Juliana09089624: @IOLANDA72304499 Estou, amanhã é o primeiro dia de trabalho pós férias :(
#gücünaşkında Can Yaman";;;
0;RT @polynomio: @gabrielaafurlan @nxxthalia fur nao consegui tambem :( entra aqui ó https://t.co/TnlR8gEBtY;;;
0;joguem among us comigo :( FEXLWQ;;;
0;meu coração ta precisando dele :( https://t.co/XZgeAiHaD4;;;
0;RT @tatianafilipass: Estar solteira já cansa :(;;;
0;"Qual emoji vocês e dão?? 

🦋~ crush de timeline.
🌿~ acho interessante.
🌻 ~ nada contra.
☁️ ~ já stalkeei.
💌 ~ queri… https://t.co/ksFtuZb3Iz";;;
0;minha mãe ja ta arrumando as malas dela e eu ja to :((((((((((((((((((((((((((((((((((((;;;
0;@svetlanarss omodeuso :(;;;
0;@knjcosmics é porque você é :(((;;;
0;@lilyevnsart :( eu sinto muita falta, será que quando lançar o supercut a galera volta??;;;
0;"RT @oksannie: O Hongjoong e o Yunho sendo as coisinhas mais adoráveis do mundo :(

https://t.co/mIHRhJOlGd";;;
0;Não gosto de incomodar ninguém com os meus sentimentos ou tristezas! :(;;;
0;@detailsdunbar eu né? :(  https://t.co/79ezuJUOSU;;;
0;@ATEEZofficial bebê :(((((;;;
0;Nem fiquei tanto tempo longe do pc e ja to com Sdds do meu time :(;;;
0;RT @leonorcastroo6: semis bue lindas e ngm para enviar :(;;;
0;@bibiugarte_ nossa amiga que pesado :(;;;
0;Eh só um bebe :((( https://t.co/MXhil76PpJ;;;
0;@Ljjakehh @CNXTXTBR @_ttakahashi @CriativStore @SoobinBrasil @TXT_members @anaakre nãoo mo pq? vc tbm é MOA e merece mimos dos piticos &lt;;;
0;"@YokoJuliana a glr com 20k de seguidores: ""ngm fala cmg, algm me dá oi? :("" 300 comentarios dando oi kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk";;;
0;alguém tem o apk do picsart??????? eu perdi meu link :(((((;;;
0;@2n_doption É ruim mesmo ian :( to mandando energia p vc;;;
0;"RT @ggukisolad: oiii gente, olhem o que eu fiz hoje, fiquei insegura de fazer o rosto dele e acabar estragando tudo :( 

se puderem mimar,…";;;
0;@solskeugi muito obrigada mesmo, você é tudo para mim, eu te amo muito :( 💗;;;
0;"@originalmirella segue aqui adm :(

OUÇA BEM PLENA";;;
0;@brunomafra kkkkk ele chamava Fred mas não está mais entre nós :(;;;
0;@someonedemab Mas lidar com traumas é sempre bem complicado msm :(((;;;
0;@yeosuck qualquer um? eu não sei  :( indica um que é bom para iniciantes nesse mundo;;;
0;A mimir :(;;;
0;sdd do meu neném :(;;;
0;"RT @btsglx: quando o namjon disse que o jimin chora toda vez que alguém lhe pergunta ""você está chorando?"" e jimin disse que não, e logo em…";;;
0;lembrei do pato to :(((;;;
0;@SEpisodio Não ta funcionando :(;;;
0;@Marcs76810676 Pois é,  os meus sempre demoram pra chegar, mas com a greve dos Correios demorou mais :(;;;
0;@littleyams_ caramba :(( lava direitinho e passa algum hidratante &amp;;;
0;@linelefay força, line :( espero que tenha melhorado um pouquinho!;;;
0;@ggukcIr mimei, o twitter ta tirando meu like entao considera que ru dei um like :(;;;
0;"RT @oksannie: O Hongjoong e o Yunho sendo as coisinhas mais adoráveis do mundo :(

https://t.co/mIHRhJOlGd";;;
0;C&amp;;;
0;@marcustheaviest Poxa :( piro que do anthroprocentic (acho que é assim que escreve) eu só gostei daquele de 2017;;;
0;@gabrielcosta_iv Não sei, na Book Depository eu não achei nenhum volume de mangá da França que eu queria :(. Fui at… https://t.co/V5qk219rgD;;;
0;"@desivieirac To na mesma :(
Quero muito mas sei se é boa";;;
0;@Mono_asAtreides :( sinto muito de verdade, imagino que nem têm como tirar o quadro do quarto;;;
0;lembrando quando o fandom de it fez uma edit linda de bio com a música loser like me :(;;;
0;@BTS_twt amor :(;;;
0;RT @tatianafilipass: Estar solteira já cansa :(;;;
0;@hxjor prima, pois to fazendo uns negócios pq insatisfeita demais com minha barriga, ai a moça que faz os procedime… https://t.co/FgraFdBTQx;;;
0;@AGUSTGUlNHO :(((( eu te amo mt, bebê;;;
0;RT @detailsbaejin: o center do wanna one assistindo o center do cix e do x1 :( https://t.co/LMnMUzYC6W;;;
0;@solskeugi espero...obrigada viu :(;;;
0;saudades da lola :(;;;
0;@hangewife fofa :((((;;;
0;@wtfochner @GiEsteves99 É péssimo :(;;;
0;Fiquei inativa aq no tt por um dia, sentiram minha falta?:((;;;
0;"RT @all4doie: eu :(

*jaemin todo sujo de lama sorrindo*

eu :)
 https://t.co/fe8WSv3X1K";;;
0;hoje eu dava tudo por uma fatia de pizza :(;;;
0;@arqdepress Como diria painho tomamo na tarraqueta. Custava ter marcado às reuniões antes? :(;;;
0;"oi... :(
provavelmente ninguém se importa, mas eu tô no hospital. não sei se é sério mas eu tava sentindo falta de… https://t.co/XojB5seKa9";;;
0;Vou ter que levar meu violão pro luthier dnv :( bixo tá parecendo um berimbau.;;;
0;@TE3Xtatto qria a :(;;;
0;@Lieexs :(( q amor pode me marcar;;;
0;Porra, já é sexta e eu ruim desde segunda. :(;;;
0;@lucasyelich nao gostou? postei pra vc :(;;;
0;"RT @ggukisolad: oiii gente, olhem o que eu fiz hoje, fiquei insegura de fazer o rosto dele e acabar estragando tudo :( 

se puderem mimar,…";;;
0;queria beber hoje :(;;;
0;"RT @vopesjoon: kpopper stan big3 nao tem cérebro, confirmei agora
pena que elu parou de me responder :( https://t.co/ywzqtUr03u";;;
0;@2Osluke sinto muito :( meus sentimentos!;;;
0;"RT @all4doie: eu :(

*jaemin todo sujo de lama sorrindo*

eu :)
 https://t.co/fe8WSv3X1K";;;
0;ai so ia faltar mudar o nome ne mas acho isso meio improvavel infelizmente :( mas continuo sonhando;;;
0;"@mysweet_issues esqueceu do ""padeça aparelho"" :(";;;
0;"RT @hopexyz_: alguém quer turnar comigo? 
:(";;;
0;"RT @Juliana09089624: @IOLANDA72304499 Estou, amanhã é o primeiro dia de trabalho pós férias :(
#gücünaşkında Can Yaman";;;
0;RT @tatianafilipass: Estar solteira já cansa :(;;;
0;@saturn_loves o desenho :((((;;;
0;@saddumb_ sim!! eu tenho certeza que perdi algo, mas não consigo ver direito :(;;;
0;"Qual emoji vocês e dão .

🦋~ crush de timeline.
🌿~ acho interessante.
🌻 ~ nada contra.
☁️ ~ já stalkeei.
💌 ~ queria… https://t.co/HJhuoiqasZ";;;
0;@tsvnamilani por isso mesmo que eu não entendo :( acho uma música tão boa;;;
0;"RT @ddlpjmlish: ela eh tão amorzinho, uma pessoa tão fácil de amar e se apaixonar :( 

DEMI IS LOVED PARTY
 https://t.co/Kaf3vEOMvt";;;
0;@vanterls KKKK :( To triste agora https://t.co/ktv3NYwta2;;;
0;@elissasonheiro @elissa ahjahdja eu num tenho :(;;;
0;"@sccp_ni aaaaaaa também tô nivole saudade de ri gostoso com você :(

(nem é comer muito é que tem que fazer e ningu… https://t.co/yljJHLipKl";;;
0;@raqelvirtual :(((((( tá tudo bem vida?;;;
0;RT @laracorreia03: eu dou tanta tanga que quando acabo por falar a sério ninguém acredita lol :(;;;
0;@paradeganir Fdc tive que vestir fato de treino :(;;;
0;@beatriste233 ai que baddd :(;;;
0;Bro acabei de ver um gato morto ao pé da minha casa :((((;;;
0;"RT @ddlpjmlish: ela eh tão amorzinho, uma pessoa tão fácil de amar e se apaixonar :( 

DEMI IS LOVED PARTY
 https://t.co/Kaf3vEOMvt";;;
0;"⚠️⚠️⚠️⚠️⚠️ ARMYS CADÊ O TICO TECO DE VOCÊS?? ACABEI DE CRIAR A MINHA, ME MANDEM AS SUAS PARA EU SEGUIR :( ⚠️⚠️⚠️⚠️⚠️
https://t.co/asbc9ntDSC";;;
0;@4fchan Aqueles posts lá bonitinho :(;;;
0;@jessicsnt vc nem chama :(;;;
0;"RT @pjendipity: [...] ""acho que sou uma pessoa que nasceu com muitos talentos.""

eu fico tão feliz que ele reconheça e fale isso, não se co…";;;
0;@vivi_5525 obrigada pelo abraço anjo :(;;;
0;@sarawramirez nossa demais, na época que eu tava me descobrindo ainda, são muito importantes pra mim :(;;;
0;@jupiterdetails oq rolou pitt :(;;;
0;Eu te amo demais meu neném :( https://t.co/oN7QpVrjzO;;;
